Year,Country,Incidence,Deaths,Confirmed Cases,Total Population,Region,Global South,GDPpcPPP,AverageTemperature
2013-01-01,India,9.16,440.0,881730.0,1280846129.0,Asia & Pacific,Global South,5057.217581,25.41325
2012-01-01,India,11.85,519.0,1067824.0,1265782790.0,Asia & Pacific,Global South,4861.146371,24.640833333333337
2011-01-01,India,14.76,754.0,1310656.0,1250288729.0,Asia & Pacific,Global South,4493.667804,24.41558333333333
2010-01-01,India,17.52,1018.0,1599986.0,1234281170.0,Asia & Pacific,Global South,4236.744236,25.05083333333333
2009-01-01,India,18.2,1144.0,1563574.0,1217726215.0,Asia & Pacific,Global South,3912.418137,25.146666666666658
2008-01-01,India,17.93,1055.0,1532497.0,1200669765.0,Asia & Pacific,Global South,3650.942859,24.406000000000006
2007-01-01,India,17.34,1311.0,1508927.0,1183209472.0,Asia & Pacific,Global South,3525.314378,24.649916666666666
2006-01-01,India,18.23,1708.0,1785109.0,1165486291.0,Asia & Pacific,Global South,3237.294733,24.732083333333332
2005-01-01,India,22.69,963.0,1816569.0,1147609927.0,Asia & Pacific,Global South,2953.10919,24.495416666666667
2004-01-01,India,21.27,949.0,1915363.0,1129623456.0,Asia & Pacific,Global South,2695.893642,24.634583333333328
2003-01-01,India,19.42,1006.0,1869403.0,1111523144.0,Asia & Pacific,Global South,2472.10369,24.649916666666666
2002-01-01,India,18.5,973.0,1841227.0,1093317189.0,Asia & Pacific,Global South,2287.629973,24.913
2001-01-01,India,19.96,1015.0,2085484.0,1075000085.0,Asia & Pacific,Global South,2206.448138,24.581916666666668
2000-01-01,India,19.93,892.0,2031790.0,1056575549.0,Asia & Pacific,Global South,2095.646961,24.498
2013-01-01,Indonesia,8.13,385.0,343527.0,251806402.0,Asia & Pacific,Global South,10067.42225,26.467
2012-01-01,Indonesia,9.68,252.0,417819.0,248452413.0,Asia & Pacific,Global South,9713.873158,26.322083333333335
2011-01-01,Indonesia,9.89,388.0,422447.0,245116206.0,Asia & Pacific,Global South,9095.733633,26.202250000000003
2010-01-01,Indonesia,11.02,432.0,465764.0,241834215.0,Asia & Pacific,Global South,8505.748535,26.537000000000003
2009-01-01,Indonesia,7.3,900.0,272491.0,238620563.0,Asia & Pacific,Global South,8021.747763,26.455000000000002
2008-01-01,Indonesia,7.5,669.0,349231.0,235469762.0,Asia & Pacific,Global South,7710.666075,26.065250000000002
2007-01-01,Indonesia,7.7,,311789.0,232374245.0,Asia & Pacific,Global South,7229.538095,26.29308333333334
2006-01-01,Indonesia,8.09,494.0,347597.0,229318262.0,Asia & Pacific,Global South,6708.575594,26.38175
2005-01-01,Indonesia,9.74,88.0,437323.0,226289470.0,Asia & Pacific,Global South,6254.614327,26.453749999999996
2004-01-01,Indonesia,6.52,508.0,304936.0,223285676.0,Asia & Pacific,Global South,5816.181493,26.43483333333333
2003-01-01,Indonesia,8.57,,223074.0,220309469.0,Asia & Pacific,Global South,5465.264202,26.445500000000006
2002-01-01,Indonesia,8.8,,273793.0,217357793.0,Asia & Pacific,Global South,5190.36499,26.529
2001-01-01,Indonesia,9.05,,267592.0,214427417.0,Asia & Pacific,Global South,4956.361151,26.32975
2000-01-01,Indonesia,9.3,833.0,245612.0,211513823.0,Asia & Pacific,Global South,4743.944694,26.190250000000002
2013-01-01,Iraq,0.0,0.0,0.0,33157050.0,Middle east,Global South,15536.05928,24.240500000000004
2012-01-01,Iraq,0.0,0.0,0.0,31890011.0,Middle east,Global South,15149.90116,23.428916666666666
2011-01-01,Iraq,0.0,0.0,0.0,30725300.0,Middle east,Global South,13495.20535,22.593249999999998
2010-01-01,Iraq,0.0,0.0,0.0,29741976.0,Middle east,Global South,12697.87669,24.650333333333336
2009-01-01,Iraq,0.0,0.0,0.0,28973162.0,Middle east,Global South,12109.37061,22.998083333333337
2008-01-01,Iraq,0.0,0.0,2.0,28385746.0,Middle east,Global South,11865.47921,23.118166666666667
2007-01-01,Iraq,0.0,0.0,3.0,27911248.0,Middle east,Global South,10937.03962,23.015
2006-01-01,Iraq,0.01,0.0,24.0,27448124.0,Middle east,Global South,10683.46078,22.90433333333333
2005-01-01,Iraq,0.01,0.0,47.0,26922284.0,Middle east,Global South,9597.280697,22.696083333333334
2004-01-01,Iraq,0.04,,155.0,26313838.0,Middle east,Global South,9121.184306,22.778916666666664
2003-01-01,Iraq,0.09,,347.0,25644499.0,Middle east,Global South,5912.052314,22.959416666666666
2002-01-01,Iraq,0.29,,952.0,24931919.0,Middle east,Global South,8924.107881,22.89558333333333
2001-01-01,Iraq,0.4,,1265.0,24208180.0,Middle east,Global South,9718.378176,23.517083333333332
2000-01-01,Iraq,0.61,,1860.0,23497585.0,Middle east,Global South,9576.604354,22.988833333333332
2013-01-01,Kenya,82.48,360.0,2335286.0,45519889.0,Africa,Global South,2767.402811,24.935250000000003
2012-01-01,Kenya,73.36,785.0,1453471.0,44343410.0,Africa,Global South,2530.347985,24.925416666666667
2011-01-01,Kenya,67.86,713.0,1002805.0,43178257.0,Africa,Global South,2437.881,24.96575
2010-01-01,Kenya,67.71,26017.0,898531.0,42030676.0,Africa,Global South,2311.976876,24.961249999999996
2009-01-01,Kenya,67.94,,,40901792.0,Africa,Global South,2166.327181,25.22808333333333
2008-01-01,Kenya,67.68,,839903.0,39791981.0,Africa,Global South,2139.158869,24.649749999999997
2007-01-01,Kenya,78.02,,,38705932.0,Africa,Global South,2152.221464,24.788750000000004
2006-01-01,Kenya,100.05,40079.0,,37649033.0,Africa,Global South,2016.604595,24.820083333333333
2005-01-01,Kenya,127.31,44328.0,,36624895.0,Africa,Global South,1889.787886,25.13366666666667
2004-01-01,Kenya,166.15,25403.0,28328.0,35635271.0,Africa,Global South,1778.543464,24.86708333333334
2003-01-01,Kenya,196.73,51842.0,39383.0,34678779.0,Africa,Global South,1693.256527,24.858333333333334
2002-01-01,Kenya,207.03,47697.0,20049.0,33751739.0,Africa,Global South,1659.383235,24.661749999999998
2001-01-01,Kenya,212.49,48286.0,,32848564.0,Africa,Global South,1669.330033,24.45833333333334
2000-01-01,Kenya,213.19,48767.0,,31964557.0,Africa,Global South,1617.534955,24.71666666666667
2013-01-01,Liberia,317.28,1191.0,1244220.0,4248334.0,Africa,Global South,1339.301184,26.314
2012-01-01,Liberia,307.9,1725.0,1407455.0,4135659.0,Africa,Global South,1174.049107,25.995583333333332
2011-01-01,Liberia,330.41,,1915762.0,4017443.0,Africa,Global South,1093.541137,26.240666666666666
2010-01-01,Liberia,345.77,1422.0,922173.0,3891356.0,Africa,Global South,1022.056747,26.532750000000004
2009-01-01,Liberia,368.81,1706.0,839581.0,3754133.0,Africa,Global South,987.0071054,26.494
2008-01-01,Liberia,383.33,345.0,606952.0,3607860.0,Africa,Global South,967.9465441,26.297416666666663
2007-01-01,Liberia,383.18,310.0,492272.0,3461911.0,Africa,Global South,923.51501,26.28983333333333
2006-01-01,Liberia,388.81,877.0,761415.0,3329211.0,Africa,Global South,853.7920324,26.18316666666666
2005-01-01,Liberia,404.63,41.0,44875.0,3218116.0,Africa,Global South,793.4941793,26.290916666666664
2004-01-01,Liberia,428.7,,,3135651.0,Africa,Global South,750.1450381,26.283500000000004
2003-01-01,Liberia,446.45,,,3077058.0,Africa,Global South,725.3847199,26.386916666666668
2002-01-01,Liberia,461.73,,,3024729.0,Africa,Global South,1037.121544,26.23608333333333
2001-01-01,Liberia,475.18,,,2953927.0,Africa,Global South,1007.530091,26.153500000000005
2000-01-01,Liberia,478.34,,,2848456.0,Africa,Global South,993.4005204,25.859750000000002
2013-01-01,Madagascar,65.21,641.0,385598.0,22961253.0,Africa,Global South,1535.489162,22.9595
2012-01-01,Madagascar,71.36,552.0,359420.0,22346641.0,Africa,Global South,1530.934508,23.325333333333333
2011-01-01,Madagascar,36.55,398.0,224498.0,21743967.0,Africa,Global South,1548.327823,23.77683333333334
2010-01-01,Madagascar,42.24,427.0,202450.0,21151640.0,Africa,Global South,1534.891278,23.846166666666665
2009-01-01,Madagascar,42.92,348.0,215110.0,20569117.0,Africa,Global South,1550.578172,23.618666666666666
2008-01-01,Madagascar,23.47,355.0,93234.0,19996473.0,Africa,Global South,1648.504297,23.332250000000002
2007-01-01,Madagascar,22.78,428.0,48497.0,19433530.0,Africa,Global South,1559.227329,23.64975
2006-01-01,Madagascar,35.26,441.0,5689.0,18880269.0,Africa,Global South,1478.50279,23.66116666666667
2005-01-01,Madagascar,35.94,699.0,6753.0,18336724.0,Africa,Global South,1401.930266,23.62183333333334
2004-01-01,Madagascar,46.62,715.0,7638.0,17802997.0,Africa,Global South,1336.76533,23.453000000000003
2003-01-01,Madagascar,68.29,817.0,6909.0,17279141.0,Africa,Global South,1274.20009,23.49525
2002-01-01,Madagascar,53.68,575.0,5272.0,16765117.0,Africa,Global South,1174.408877,23.617500000000003
2001-01-01,Madagascar,68.18,742.0,8538.0,16260932.0,Africa,Global South,1360.818323,23.586916666666667
2000-01-01,Madagascar,57.17,591.0,6946.0,15766806.0,Africa,Global South,1295.847874,23.320333333333334
2013-01-01,Malawi,267.86,3723.0,1280892.0,15839269.0,Africa,Global South,1108.513657,21.269374999999997
2012-01-01,Malawi,314.02,5516.0,1564984.0,15396005.0,Africa,Global South,1034.020079,21.887416666666667
2011-01-01,Malawi,362.78,6674.0,304499.0,14962112.0,Africa,Global South,1062.954455,22.31325
2010-01-01,Malawi,386.02,8206.0,,14539612.0,Africa,Global South,1021.858988,22.60066666666667
2009-01-01,Malawi,394.29,8915.0,,14128155.0,Africa,Global South,972.6456378,22.014833333333332
2008-01-01,Malawi,392.0,8048.0,,13727890.0,Africa,Global South,917.0580953,21.8225
2007-01-01,Malawi,370.08,7486.0,,13341806.0,Africa,Global South,859.8979226,22.098333333333333
2006-01-01,Malawi,342.34,6464.0,,12973699.0,Africa,Global South,785.7325285,22.102166666666665
2005-01-01,Malawi,329.47,5070.0,,12625952.0,Africa,Global South,748.4797133,22.81116666666667
2004-01-01,Malawi,337.61,3457.0,,12301838.0,Africa,Global South,721.4126315,21.865916666666664
2003-01-01,Malawi,363.76,4767.0,,12000181.0,Africa,Global South,683.1300311,22.233500000000003
2002-01-01,Malawi,397.84,5775.0,,11713664.0,Africa,Global South,649.9934312,22.224
2001-01-01,Malawi,426.39,3355.0,,11432000.0,Africa,Global South,644.6779486,21.99875
2000-01-01,Malawi,426.53,,,11148758.0,Africa,Global South,680.7341574,21.71441666666667
2013-01-01,Malaysia,2.48,10.0,2921.0,29468872.0,Asia & Pacific,Global South,23478.0318,26.9735
2012-01-01,Malaysia,3.15,12.0,3662.0,29068159.0,Asia & Pacific,Global South,22985.82538,26.62275
2011-01-01,Malaysia,3.45,12.0,3954.0,28650955.0,Asia & Pacific,Global South,21704.74958,26.440583333333336
2010-01-01,Malaysia,4.6,13.0,5194.0,28208035.0,Asia & Pacific,Global South,20508.75245,26.80666666666666
2009-01-01,Malaysia,5.37,23.0,5955.0,27735040.0,Asia & Pacific,Global South,19193.19048,26.642
2008-01-01,Malaysia,5.57,20.0,6071.0,27236006.0,Asia & Pacific,Global South,19695.07704,26.25408333333333
2007-01-01,Malaysia,3.79,15.0,4048.0,26720370.0,Asia & Pacific,Global South,18784.4822,26.496333333333336
2006-01-01,Malaysia,5.05,21.0,5294.0,26201961.0,Asia & Pacific,Global South,17549.59826,26.57766666666667
2005-01-01,Malaysia,5.42,33.0,5569.0,25690611.0,Asia & Pacific,Global South,16454.21794,26.649583333333336
2004-01-01,Malaysia,6.11,35.0,6154.0,25190652.0,Asia & Pacific,Global South,15450.0455,26.575999999999997
2003-01-01,Malaysia,6.42,21.0,6338.0,24698819.0,Asia & Pacific,Global South,14369.82821,26.576750000000004
2002-01-01,Malaysia,11.38,38.0,11019.0,24208391.0,Asia & Pacific,Global South,13606.05103,26.745499999999993
2001-01-01,Malaysia,13.48,46.0,12780.0,23709119.0,Asia & Pacific,Global South,12976.6736,26.500083333333333
2000-01-01,Malaysia,13.69,35.0,12705.0,23194257.0,Asia & Pacific,Global South,12913.17214,26.371416666666665
2013-01-01,Mali,452.82,1680.0,1367218.0,16449864.0,Africa,Global South,1812.965118,29.941999999999997
2012-01-01,Mali,435.65,1894.0,886482.0,15979499.0,Africa,Global South,1763.839478,28.60183333333333
2011-01-01,Mali,404.73,2128.0,307035.0,15514591.0,Africa,Global South,1826.647792,29.436666666666667
2010-01-01,Mali,383.6,3006.0,227482.0,15049353.0,Africa,Global South,1787.161555,30.12708333333333
2009-01-01,Mali,374.56,2331.0,,14581429.0,Africa,Global South,1731.268201,29.440916666666666
2008-01-01,Mali,379.06,1227.0,,14113577.0,Africa,Global South,1693.719835,28.949916666666663
2007-01-01,Mali,388.81,1782.0,,13651464.0,Africa,Global South,1639.3926,29.202166666666674
2006-01-01,Mali,405.71,1914.0,,13203378.0,Africa,Global South,1594.965013,29.03791666666667
2005-01-01,Mali,431.24,1285.0,,12775516.0,Africa,Global South,1528.692945,29.52625
2004-01-01,Mali,429.37,1012.0,,12369070.0,Africa,Global South,1437.30406,29.426000000000002
2003-01-01,Mali,423.81,1309.0,,11982695.0,Africa,Global South,1422.56133,29.429000000000002
2002-01-01,Mali,416.46,826.0,,11616887.0,Africa,Global South,1320.212706,29.4265
2001-01-01,Mali,407.45,562.0,,11271600.0,Africa,Global South,1299.113577,29.31083333333334
2000-01-01,Mali,406.23,748.0,,10946445.0,Africa,Global South,1134.541156,29.150333333333332
2013-01-01,Mauritania,33.22,46.0,13085.0,3817494.0,Arab States,Global South,4481.255364,29.11
2012-01-01,Mauritania,28.42,106.0,9037.0,3706554.0,Arab States,Global South,4262.064847,28.026833333333332
2011-01-01,Mauritania,47.58,66.0,5991.0,3598648.0,Arab States,Global South,4225.568913,28.63291666666667
2010-01-01,Mauritania,38.83,60.0,6367.0,3494195.0,Arab States,Global South,4092.084669,29.372916666666658
2009-01-01,Mauritania,31.64,91.0,940.0,3393409.0,Arab States,Global South,4058.739692,28.43133333333333
2008-01-01,Mauritania,61.14,,302.0,3296238.0,Arab States,Global South,4142.721087,28.395
2007-01-01,Mauritania,70.77,142.0,,3202517.0,Arab States,Global South,4196.493607,28.451916666666666
2006-01-01,Mauritania,72.44,67.0,1061.0,3111906.0,Arab States,Global South,4290.200245,28.4505
2005-01-01,Mauritania,81.78,,,3024194.0,Arab States,Global South,3621.096346,28.752250000000004
2004-01-01,Mauritania,90.82,,,2939247.0,Arab States,Global South,3328.105268,28.628250000000005
2003-01-01,Mauritania,113.48,,,2857148.0,Arab States,Global South,3183.320395,28.558833333333336
2002-01-01,Mauritania,118.56,,,2778099.0,Arab States,Global South,3005.948569,28.65025
2001-01-01,Mauritania,151.35,,,2702400.0,Arab States,Global South,3000.580218,28.878416666666663
2000-01-01,Mauritania,147.95,,,2630219.0,Arab States,Global South,3041.067913,28.355583333333332
2013-01-01,Mexico,0.2,0.0,495.0,118827161.0,South/Latin America,Global South,17373.89702,22.219222222222225
2012-01-01,Mexico,0.33,0.0,833.0,117274155.0,South/Latin America,Global South,17162.92752,21.652416666666667
2011-01-01,Mexico,0.46,0.0,1124.0,115695473.0,South/Latin America,Global South,16520.25851,21.599333333333334
2010-01-01,Mexico,0.51,0.0,1226.0,114092963.0,South/Latin America,Global South,15260.62055,20.852916666666665
2009-01-01,Mexico,1.13,0.0,2703.0,112463887.0,South/Latin America,Global South,14558.24481,21.54608333333334
2008-01-01,Mexico,1.0,0.0,2357.0,110815271.0,South/Latin America,Global South,14924.82175,21.085250000000002
2007-01-01,Mexico,1.02,0.0,2361.0,109170502.0,South/Latin America,Global South,14290.06724,21.079333333333334
2006-01-01,Mexico,1.1,0.0,2514.0,107560153.0,South/Latin America,Global South,13808.17762,21.41808333333334
2005-01-01,Mexico,1.32,0.0,2967.0,106005203.0,South/Latin America,Global South,12657.63719,21.4135
2004-01-01,Mexico,1.54,0.0,3406.0,104514932.0,South/Latin America,Global South,12085.7618,20.924833333333336
2003-01-01,Mexico,1.75,0.0,3819.0,103081020.0,South/Latin America,Global South,11482.44959,21.32941666666667
2002-01-01,Mexico,2.14,0.0,4624.0,101684758.0,South/Latin America,Global South,11187.47762,21.225
2001-01-01,Mexico,2.35,0.0,4996.0,100298153.0,South/Latin America,Global South,11129.86896,21.133
2000-01-01,Mexico,3.52,0.0,7390.0,98899845.0,South/Latin America,Global South,11089.81343,21.232083333333332
2013-01-01,Morocco,0.0,0.0,0.0,33715693.0,Arab States,Global South,6916.015457,19.30525
2012-01-01,Morocco,0.0,,0.0,33241898.0,Arab States,Global South,6702.418324,18.66875
2011-01-01,Morocco,0.0,,0.0,32781850.0,Arab States,Global South,6712.326003,18.878833333333333
2010-01-01,Morocco,0.0,2.0,3.0,32343389.0,Arab States,Global South,6332.123545,19.435000000000006
2009-01-01,Morocco,0.0,1.0,0.0,31929087.0,Arab States,Global South,6107.380459,19.01075
2008-01-01,Morocco,0.0,1.0,0.0,31536811.0,Arab States,Global South,5886.670825,18.38216666666667
2007-01-01,Morocco,0.0,2.0,0.0,31163673.0,Arab States,Global South,5516.874269,18.419666666666668
2006-01-01,Morocco,0.0,2.0,0.0,30804683.0,Arab States,Global South,5250.52386,18.793166666666668
2005-01-01,Morocco,0.0,1.0,0.0,30455561.0,Arab States,Global South,4793.267493,18.580750000000002
2004-01-01,Morocco,0.0,,1.0,30115214.0,Arab States,Global South,4553.555494,18.486
2003-01-01,Morocco,0.0,,4.0,29782884.0,Arab States,Global South,4281.401808,18.855999999999998
2002-01-01,Morocco,0.0,,19.0,29454768.0,Arab States,Global South,4014.238492,18.71258333333333
2001-01-01,Morocco,0.0,,0.0,29126330.0,Arab States,Global South,3878.28899,19.233916666666666
2000-01-01,Morocco,0.0,,3.0,28793679.0,Arab States,Global South,3579.348846,18.565083333333334
2013-01-01,Mozambique,376.98,2941.0,2998874.0,25560725.0,Africa,Global South,1084.985336,23.488
2012-01-01,Mozambique,381.78,2818.0,1813984.0,24862648.0,Africa,Global South,1035.523479,24.009583333333328
2011-01-01,Mozambique,389.92,3086.0,1756874.0,24187487.0,Africa,Global South,1023.065634,24.30216666666667
2010-01-01,Mozambique,398.41,3354.0,1522577.0,23531574.0,Africa,Global South,958.9371736,24.605749999999997
2009-01-01,Mozambique,402.3,3747.0,93874.0,22894710.0,Africa,Global South,914.7773872,24.081333333333333
2008-01-01,Mozambique,399.79,4424.0,120259.0,22276596.0,Africa,Global South,877.5984491,24.0305
2007-01-01,Mozambique,399.45,5816.0,141663.0,21673316.0,Africa,Global South,824.4821186,24.22441666666667
2006-01-01,Mozambique,403.93,,,21080110.0,Africa,Global South,766.2768021,24.303416666666664
2005-01-01,Mozambique,417.87,,,20493925.0,Africa,Global South,697.4311693,24.833749999999995
2004-01-01,Mozambique,455.54,,,19910552.0,Africa,Global South,652.7958638,24.072583333333327
2003-01-01,Mozambique,488.09,,,19331100.0,Africa,Global South,606.7071836,24.423249999999996
2002-01-01,Mozambique,499.46,,,18764155.0,Africa,Global South,574.1494097,24.428166666666666
2001-01-01,Mozambique,507.75,,,18221888.0,Africa,Global South,532.5497799,24.25091666666667
2000-01-01,Mozambique,492.56,,,17711927.0,Africa,Global South,478.3106533,23.92025
2013-01-01,Namibia,4.55,21.0,4911.0,2233510.0,Africa,Global South,9709.591624,21.265874999999998
2012-01-01,Namibia,3.36,4.0,194.0,2194784.0,Africa,Global South,9340.990144,20.795
2011-01-01,Namibia,2.13,36.0,1860.0,2156701.0,Africa,Global South,8830.223647,20.350416666666668
2010-01-01,Namibia,1.54,63.0,556.0,2118874.0,Africa,Global South,8377.434651,21.39225
